title,from_date,emp_no,last_name,first_name,salary
Senior Engineer,1998-12-28,40615,Karner,Jacopo,40000
Senior Engineer,1998-12-29,218755,Usery,Zengping,58850
Senior Engineer,1998-12-29,227889,Monarch,Dipayan,40000
Senior Engineer,1998-12-29,254638,Peres,Matt,82287
Senior Engineer,1998-12-29,464524,Minakawa,Youssef,48416
Senior Engineer,1998-12-30,28631,Marletta,Dmitry,78423
Senior Engineer,1998-12-30,59945,Kakkad,Leen,40000
Senior Engineer,1998-12-30,222720,Montresor,Dayanand,40671
Senior Engineer,1999-01-01,432234,Koshiba,Margo,44030
Senior Engineer,1999-01-03,44193,Billingsley,Fatemeh,40000
Senior Engineer,1999-01-03,97355,Warwick,Hideo,62730
Senior Engineer,1999-01-04,450438,Cooke,Anestis,40000
Senior Engineer,1999-01-05,468436,Griswold,Vatsa,40106
Senior Engineer,1999-01-06,217662,Parveen,Marla,51565
Senior Engineer,1999-01-07,18980,Kawashimo,Weiye,56699
Senior Engineer,1999-01-07,471467,Gien,Nimmagadda,40000
Senior Engineer,1999-01-08,76703,Huttel,Hairong,59619
Senior Engineer,1999-01-08,442576,Ramsey,Shietung,40000
Senior Engineer,1999-01-09,406075,Vandervoorde,Jianhao,40000
Senior Engineer,1999-01-09,460244,Menhardt,Danae,42699
Senior Engineer,1999-01-10,66202,Giveon,Kolar,51614
Senior Engineer,1999-01-10,457442,Gilg,Lillian,45298
Senior Engineer,1999-01-12,68773,Isaac,Hugo,51685
Senior Engineer,1999-01-13,28818,Panienski,Hongzhu,40000
Senior Engineer,1999-01-13,429443,Terekhov,Martial,40000
Senior Engineer,1999-01-14,35331,Ghazalie,Basim,52066
Senior Engineer,1999-01-14,267425,Khalil,Saniya,56769
Senior Engineer,1999-01-14,420712,Plump,Josyula,40000
Senior Engineer,1999-01-14,464725,Peac,Sedat,71272
Senior Engineer,1999-01-14,487280,Hitomi,Adib,40000
Senior Engineer,1999-01-15,10623,Danlos,Aleksander,60268
Senior Engineer,1999-01-15,34690,Litzkow,Beshir,75200
Senior Engineer,1999-01-15,212567,Veeraraghavan,Marjo,40000
Senior Engineer,1999-01-16,105095,Leppanen,Steen,45472
Senior Engineer,1999-01-16,242289,Wixon,Sakthirel,40000
Senior Engineer,1999-01-17,209751,Rosch,Cristinel,40000
Senior Engineer,1999-01-17,457859,Beausoleil,Yaghout,45298
Senior Engineer,1999-01-20,240988,Flasterstein,Weidon,52688
Senior Engineer,1999-01-20,407737,Mundy,Mingzeng,61330
Senior Engineer,1999-01-23,481109,Rosaz,Renee,51999
Senior Engineer,1999-01-24,217200,Hutter,Xinyu,45790
Senior Engineer,1999-01-24,477833,Luce,Arup,40000
Senior Engineer,1999-01-25,21109,Chenoweth,Lech,56522
Senior Engineer,1999-01-25,82895,Peck,Ramya,51110
Senior Engineer,1999-01-25,284152,Acton,Katsuyuki,58604
Senior Engineer,1999-01-25,412479,Talmon,Bangqing,40000
Senior Engineer,1999-01-27,32563,Larfeldt,Gritta,40000
Senior Engineer,1999-01-27,205924,Ventosa,Alain,52775
Senior Engineer,1999-01-27,425692,Tomescu,Prodip,44635
Senior Engineer,1999-01-28,32297,Loncour,Chandrasekaran,54438
Senior Engineer,1999-01-28,37053,Peron,Tooru,40000
Senior Engineer,1999-01-28,495467,Schaaf,Val,40000
Senior Engineer,1999-01-30,281439,Radivojevic,Tzu,41894
Senior Engineer,1999-01-31,83408,Pettey,Brewster,53477
Senior Engineer,1999-01-31,85219,Zaiane,Anyuan,40000
Senior Engineer,1999-01-31,105564,Parhami,Jaihie,40000
Senior Engineer,1999-01-31,258568,Masada,Susumu,50486
Senior Engineer,1999-01-31,449075,Lund,Aran,63411
Senior Engineer,1999-02-01,492561,Wielonsky,Mantis,47614
Senior Engineer,1999-02-02,74046,Birta,Jungsoon,55534
Senior Engineer,1999-02-03,36048,Marrakchi,Isaac,46526
Senior Engineer,1999-02-04,405934,Soloway,Xiaoqiu,47547
Senior Engineer,1999-02-04,493084,Rodite,Tua,40000
Senior Engineer,1999-02-05,418339,Wendorf,Mamdouh,40000
Senior Engineer,1999-02-06,100531,Kranzdorf,Toshiko,44836
Senior Engineer,1999-02-06,461979,Mandelberg,Fayez,55906
Senior Engineer,1999-02-07,436074,Morrow,Jessie,65240
Senior Engineer,1999-02-08,406960,Wrigley,Janalee,40000
Senior Engineer,1999-02-08,418429,Litvinov,Zissis,42730
Senior Engineer,1999-02-08,487580,Gerteisen,Guiseppe,40000
Senior Engineer,1999-02-09,262323,Rodiger,Sugwoo,40000
Senior Engineer,1999-02-10,18242,Demian,Shichao,62461
Senior Engineer,1999-02-10,297178,Vural,Chenyi,40000
Senior Engineer,1999-02-11,280934,Gils,Gritta,74345
Senior Engineer,1999-02-12,277358,Brizzi,Sahrah,40000
Senior Engineer,1999-02-13,19839,Hempstead,Tadahiro,40424
Senior Engineer,1999-02-13,269133,Krychniak,Janche,40000
Senior Engineer,1999-02-13,479627,Schaad,Gonzalo,42087
Senior Engineer,1999-02-14,222213,Wielonsky,Salvador,72784
Senior Engineer,1999-02-14,471391,Ghandeharizadeh,Janche,40815
Senior Engineer,1999-02-15,23692,Merey,Aris,43618
Senior Engineer,1999-02-15,203436,Usdin,Shushma,40804
Senior Engineer,1999-02-15,417436,Quittner,Avishai,68157
Senior Engineer,1999-02-16,447985,Alencar,Sedat,60459
Senior Engineer,1999-02-17,453652,Baba,Shaw,54381
Senior Engineer,1999-02-18,90867,Parfitt,Kristin,79975
Senior Engineer,1999-02-18,92513,Asrin,Honesty,55687
Senior Engineer,1999-02-18,433848,Hanratty,Arun,42940
Senior Engineer,1999-02-19,468160,Fendler,Remko,40000
Senior Engineer,1999-02-21,499539,Puoti,Palash,40000
Senior Engineer,1999-02-22,232638,Morris,Morrie,46402
Senior Engineer,1999-02-22,480463,Slaats,Mokhtar,66127
Senior Engineer,1999-02-23,102320,Sichman,Bangqing,40000
Senior Engineer,1999-02-23,264662,Yetim,Zhonghui,46982
Senior Engineer,1999-02-24,243013,Peron,Yuqun,46032
Senior Engineer,1999-02-24,437166,Ariola,Gennady,66763
Senior Engineer,1999-02-24,476282,Mullainathan,Ohad,71147
Senior Engineer,1999-02-24,481652,Debuse,Roddy,59516
Senior Engineer,1999-02-26,57513,Merli,Zorica,40000
Senior Engineer,1999-02-26,280117,Stanger,Janalee,46797
Senior Engineer,1999-02-27,77869,Swick,Masamitsu,40000
Senior Engineer,1999-02-27,456688,Apsitis,Petter,40000
Senior Engineer,1999-02-28,286363,Tsukuda,Brigham,41850
Senior Engineer,1999-02-28,468764,Ramsak,Gor,41393
Senior Engineer,1999-02-28,475377,Dayana,Xinyu,48367
Senior Engineer,1999-03-01,21157,Demos,Jouko,40000
Senior Engineer,1999-03-01,299061,Krogh,Margareta,40000
Senior Engineer,1999-03-02,206952,Kadhim,Jeanna,50622
Senior Engineer,1999-03-02,233354,Bernick,Mingzeng,40000
Senior Engineer,1999-03-03,477461,Thiran,Kamran,46404
Senior Engineer,1999-03-04,12413,Gadepally,Hugh,53179
Senior Engineer,1999-03-04,462403,Segond,Kensei,40000
Senior Engineer,1999-03-04,475946,Marsiglia,Ulf,54582
Senior Engineer,1999-03-05,52002,Stamatiou,Parviz,51639
Senior Engineer,1999-03-05,277361,Nilsson,Cedric,40000
Senior Engineer,1999-03-05,418766,Viele,Mana,53838
Senior Engineer,1999-03-05,460876,Aingworth,Vidar,40000
Senior Engineer,1999-03-06,21251,Riexinger,Fatemeh,55174
Senior Engineer,1999-03-06,296361,Broomell,Yonghoan,57416
Senior Engineer,1999-03-06,410061,Chinin,Bouchung,49501
Senior Engineer,1999-03-06,497460,Jakobus,Mani,40000
Senior Engineer,1999-03-07,223788,Olivero,Jinya,50891
Senior Engineer,1999-03-08,262505,Peris,Shahab,47541
Senior Engineer,1999-03-09,40484,Chiodo,Aria,40000
Senior Engineer,1999-03-09,54968,Bondorf,Rafael,57681
Senior Engineer,1999-03-09,405072,Schlenzig,Remmert,56146
Senior Engineer,1999-03-09,436073,Lyonns,Pranjal,40000
Senior Engineer,1999-03-10,447017,Vecchi,Ramachenga,41845
Senior Engineer,1999-03-12,416042,Lorcy,Katsuo,43679
Senior Engineer,1999-03-12,461027,Acton,Raimond,61256
Senior Engineer,1999-03-13,253511,Nitta,Qingxiang,56484
Senior Engineer,1999-03-13,442878,Takanami,Masaki,67318
Senior Engineer,1999-03-14,228716,Rajcani,Sukumar,45306
Senior Engineer,1999-03-14,266914,Steenbeek,Sudharsan,60309
Senior Engineer,1999-03-14,280686,Choobineh,Jingling,40000
Senior Engineer,1999-03-14,461936,Nishimukai,Akeno,40000
Senior Engineer,1999-03-17,15230,Suessmith,Keiichiro,70187
Senior Engineer,1999-03-17,48243,Riesenhuber,Juyoung,42176
Senior Engineer,1999-03-17,88681,Alvarado,Genta,40000
Senior Engineer,1999-03-17,429493,Motley,Adib,40000
Senior Engineer,1999-03-18,421358,Litecky,KayLiang,49431
Senior Engineer,1999-03-19,29580,Peyn,Rafail,42440
Senior Engineer,1999-03-20,64731,Rosay,Fumino,40000
Senior Engineer,1999-03-20,495718,Vitiello,Xianlong,46202
Senior Engineer,1999-03-21,85775,Engberts,Georgy,54003
Senior Engineer,1999-03-21,269126,Rodham,Jaroslava,40000
Senior Engineer,1999-03-22,65029,Kaltofen,Theirry,40000
Senior Engineer,1999-03-22,204560,Badache,Sariel,69114
Senior Engineer,1999-03-23,42894,Bashian,Arto,54260
Senior Engineer,1999-03-24,86969,Rijckaert,Shai,40000
Senior Engineer,1999-03-25,101461,Bednarek,Satosi,45488
Senior Engineer,1999-03-25,242250,Ishibashi,Yoshinari,62230
Senior Engineer,1999-03-25,455015,Rohrbach,Sachin,46229
Senior Engineer,1999-03-25,472066,Schurmann,Hugo,54234
Senior Engineer,1999-03-26,92637,Denos,Adhemar,57104
Senior Engineer,1999-03-27,61856,Luby,Toney,59270
Senior Engineer,1999-03-27,104014,Krohn,Honglan,48888
Senior Engineer,1999-03-28,52483,Boyle,Kazuhira,40000
Senior Engineer,1999-03-28,229745,Ventosa,Mohd,40000
Senior Engineer,1999-03-28,410795,Plessier,Kaijung,70009
Senior Engineer,1999-03-30,223406,Yoshimura,Gift,59178
Senior Engineer,1999-03-30,459653,Monkewich,Magdalena,55957
Senior Engineer,1999-03-30,463862,Compeau,Baocai,40000
Senior Engineer,1999-03-31,272093,Alpin,Boalin,76739
Senior Engineer,1999-03-31,438429,Zockler,Jiang,55957
Senior Engineer,1999-04-01,26232,Slutz,Rosli,40000
Senior Engineer,1999-04-01,40574,Ratnakar,Susumu,40000
Senior Engineer,1999-04-01,253820,Conry,Jeong,46350
Senior Engineer,1999-04-01,278065,Bade,Shigehito,43199
Senior Engineer,1999-04-01,401843,Miyakawa,Masami,40000
Senior Engineer,1999-04-02,215039,Stellhorn,Boutros,42497
Senior Engineer,1999-04-02,265342,Iivonen,Tadahiro,40000
Senior Engineer,1999-04-02,486820,Velardi,Basant,63914
Senior Engineer,1999-04-03,22623,Champarnaud,Tommaso,46491
Senior Engineer,1999-04-05,68063,Gide,Karlis,43681
Senior Engineer,1999-04-05,203154,Baik,Ger,40000
Senior Engineer,1999-04-05,440850,Langford,Utz,49807
Senior Engineer,1999-04-06,86448,Garnier,Fumino,50368
Senior Engineer,1999-04-06,479916,Kamber,Tianruo,40000
Senior Engineer,1999-04-07,221262,Alpay,Chenxi,40000
Senior Engineer,1999-04-07,239446,Yetim,Uriel,79344
Senior Engineer,1999-04-07,264446,Kroha,Katsuo,56131
Senior Engineer,1999-04-07,268985,Sichman,Unal,40000
Senior Engineer,1999-04-07,445035,Brodal,Ugo,68414
Senior Engineer,1999-04-08,14582,Morrin,Kiyokazu,40000
Senior Engineer,1999-04-08,19089,Ellozy,Badri,64741
Senior Engineer,1999-04-08,284546,Ouhyoung,Sadok,46672
Senior Engineer,1999-04-08,401775,Parfitt,Mong,57501
Senior Engineer,1999-04-09,249578,Cheshire,Atreyi,44196
Senior Engineer,1999-04-09,444521,Vecchi,Lijie,40000
Senior Engineer,1999-04-11,450012,Ashish,Byong,52024
Senior Engineer,1999-04-12,425548,Perfilyeva,Geoff,47353
Senior Engineer,1999-04-12,452115,Sessa,Barun,46455
Senior Engineer,1999-04-13,42352,Chaudhuri,Tuval,40000
Senior Engineer,1999-04-13,58523,Bazelow,Prasadram,40000
Senior Engineer,1999-04-14,36235,Rebaine,Rajmohan,40000
Senior Engineer,1999-04-14,242837,Hiraishi,Eric,72477
Senior Engineer,1999-04-14,270173,Keohane,Younwoo,52034
Senior Engineer,1999-04-16,25546,Engelmann,Charmane,40000
Senior Engineer,1999-04-16,50236,Cangellaris,Zhenbing,40000
Senior Engineer,1999-04-16,286590,Androutsos,Aral,42292
Senior Engineer,1999-04-17,427848,Hutton,Mikhail,67015
Senior Engineer,1999-04-17,477232,Zielinski,Dipayan,51982
Senior Engineer,1999-04-18,85949,Penttonen,Thodoros,52171
Senior Engineer,1999-04-19,16447,Savasere,Zhiguo,40000
Senior Engineer,1999-04-19,83143,Krupka,Luisa,40000
Senior Engineer,1999-04-19,246240,Polajnar,Gian,45920
Senior Engineer,1999-04-20,230846,Perelgut,Parto,40007
Senior Engineer,1999-04-20,293505,Eugenio,Premsyl,46176
Senior Engineer,1999-04-20,425219,Macedo,Martien,67149
Senior Engineer,1999-04-21,293884,Ebeling,Zhenhua,61335
Senior Engineer,1999-04-21,497595,Schrooten,Shahaf,40000
Senior Engineer,1999-04-22,235568,Trachtenberg,Izaskun,61258
Senior Engineer,1999-04-22,296931,Angelopoulos,Baruch,40000
Senior Engineer,1999-04-22,436714,Lores,Gill,49390
Senior Engineer,1999-04-22,486690,Bahk,Goh,40000
Senior Engineer,1999-04-23,256320,Erva,Visit,40000
Senior Engineer,1999-04-23,485471,Marchegay,Jaroslava,41604
Senior Engineer,1999-04-23,496721,Ramsay,Spyrose,40000
Senior Engineer,1999-04-24,53779,Zielinski,Kellie,54577
Senior Engineer,1999-04-24,240727,Bauknecht,Visit,40000
Senior Engineer,1999-04-24,297188,Impagliazzo,Chaoyi,51338
Senior Engineer,1999-04-25,89699,Keustermans,Uma,40000
Senior Engineer,1999-04-26,16086,Denos,Mohammad,42903
Senior Engineer,1999-04-26,16448,Zwicker,Tsvetan,76979
Senior Engineer,1999-04-26,82227,Sethi,Xiaocheng,52214
Senior Engineer,1999-04-26,258935,Harllee,Moriyoshi,40000
Senior Engineer,1999-04-26,458922,Demir,Anneli,45817
Senior Engineer,1999-04-26,474851,Gerlach,Tomoyuki,51018
Senior Engineer,1999-04-26,499548,Bale,Aloys,50281
Senior Engineer,1999-04-27,238967,Jansen,Fei,40000
Senior Engineer,1999-04-27,493301,Pardalos,Uri,40000
Senior Engineer,1999-04-28,219584,Oehlmann,Parto,41093
Senior Engineer,1999-04-28,264311,Muniz,Christoper,42966
Senior Engineer,1999-04-29,15480,Trogemann,Kwok,47645
Senior Engineer,1999-04-29,89043,Riefers,Mohammed,51706
Senior Engineer,1999-04-29,95510,Christ,Mototsugu,50472
Senior Engineer,1999-04-29,231194,Burnard,Tonny,40000
Senior Engineer,1999-04-29,428878,Syrotiuk,Yannis,52438
Senior Engineer,1999-04-30,51503,Famili,Dietrich,40000
Senior Engineer,1999-04-30,292752,Frolund,Jianhao,43166
Senior Engineer,1999-05-01,74388,Miyakawa,Mokhtar,54421
Senior Engineer,1999-05-01,452608,Yeung,Aimee,49434
Senior Engineer,1999-05-02,18448,Bazelow,Rosine,44353
Senior Engineer,1999-05-02,461556,Shokrollahi,Gina,53599
Senior Engineer,1999-05-03,82646,Plump,Shugo,48979
Senior Engineer,1999-05-04,22886,Templeman,Gudjon,40000
Senior Engineer,1999-05-04,229231,Toyoshima,Oscar,66305
Senior Engineer,1999-05-04,477985,Mattern,Beshir,40000
Senior Engineer,1999-05-05,418605,Kornatzky,Flemming,56402
Senior Engineer,1999-05-07,225811,Zallocco,Takushi,40000
Senior Engineer,1999-05-07,244229,Melichar,Kristina,40000
Senior Engineer,1999-05-07,248659,Encarnacion,Yoshimitsu,40000
Senior Engineer,1999-05-07,448766,Fabrizio,Yinghua,73719
Senior Engineer,1999-05-08,217299,Gill,Martins,56881
Senior Engineer,1999-05-08,221109,Pardalos,Arch,40970
Senior Engineer,1999-05-09,33028,Tzvieli,Salvador,45530
Senior Engineer,1999-05-10,37413,Gill,Jagoda,40000
Senior Engineer,1999-05-10,214921,Byoun,Hsiangchu,51987
Senior Engineer,1999-05-10,249479,Brodal,Pintsang,40000
Senior Engineer,1999-05-10,286412,Bresenham,Adas,40000
Senior Engineer,1999-05-10,295149,Swan,Badri,43210
Senior Engineer,1999-05-11,259707,Perin,Rosella,67866
Senior Engineer,1999-05-12,413283,Bednarek,Sampalli,49249
Senior Engineer,1999-05-12,496288,Gecsel,Chriss,51609
Senior Engineer,1999-05-13,64657,Duclos,Jianhui,60000
Senior Engineer,1999-05-13,103284,Hofting,Guiseppe,40000
Senior Engineer,1999-05-13,235684,Georgatos,Horward,48577
Senior Engineer,1999-05-13,462237,Mundy,Achilleas,48170
Senior Engineer,1999-05-14,39985,Perez,Sergi,40000
Senior Engineer,1999-05-14,438835,Penz,Constantijn,50016
Senior Engineer,1999-05-14,471293,Ranon,Christoper,40000
Senior Engineer,1999-05-17,10974,Papsdorf,Muneo,56005
Senior Engineer,1999-05-17,439704,Jording,Youssef,50330
Senior Engineer,1999-05-18,30856,Lampe,Chaosheng,40000
Senior Engineer,1999-05-18,73072,Zwicker,Vitali,45592
Senior Engineer,1999-05-18,437195,Hettesheimer,Uno,40000
Senior Engineer,1999-05-19,33386,Eiter,Sadok,56808
Senior Engineer,1999-05-19,235245,Denny,Alassane,47907
Senior Engineer,1999-05-19,269725,Ranon,Sarita,40000
Senior Engineer,1999-05-20,52131,Collette,Tonny,56874
Senior Engineer,1999-05-20,80687,Calkin,Pradeep,44986
Senior Engineer,1999-05-20,275811,McAlpine,Sailaja,54185
Senior Engineer,1999-05-20,429115,Halevi,Valery,48820
Senior Engineer,1999-05-20,434924,Morton,Feiyu,40000
Senior Engineer,1999-05-21,67741,Koblitz,Yishay,58417
Senior Engineer,1999-05-21,274683,Strooper,Elrique,40000
Senior Engineer,1999-05-21,425011,Prochazka,Abdelwaheb,40000
Senior Engineer,1999-05-21,455098,Kambil,Seshu,40000
Senior Engineer,1999-05-21,455755,Kenevan,Mihalis,40000
Senior Engineer,1999-05-21,459262,Majewski,Ger,46595
Senior Engineer,1999-05-22,10943,Skafidas,Berna,45890
Senior Engineer,1999-05-22,427883,Vecchi,Boriana,62369
Senior Engineer,1999-05-23,85708,Otillio,Steen,52066
Senior Engineer,1999-05-23,99771,Lund,Gudjon,40000
Senior Engineer,1999-05-24,96604,Panienski,Jiong,70970
Senior Engineer,1999-05-25,60894,Fendler,Lein,52840
Senior Engineer,1999-05-25,203672,Pettis,Aram,40000
Senior Engineer,1999-05-27,491965,Porotnikoff,Nikolaus,63554
Senior Engineer,1999-05-28,404572,Kitsuregawa,Sachar,51066
Senior Engineer,1999-05-28,410618,McConalogue,Boutros,54464
Senior Engineer,1999-05-29,441028,Krychniak,Bernd,40000
Senior Engineer,1999-05-29,494969,Ullian,Mabry,56008
Senior Engineer,1999-05-31,477013,Peng,Kristina,70283
Senior Engineer,1999-06-02,13315,Stroustrup,Sakthirel,40000
Senior Engineer,1999-06-02,20820,DeMori,Otilia,70573
Senior Engineer,1999-06-02,285867,Pashtan,Barna,45006
Senior Engineer,1999-06-03,88358,Salinas,Trygve,63202
Senior Engineer,1999-06-04,458465,Shimshoni,Peternela,60936
Senior Engineer,1999-06-05,244948,Masand,Marsha,61677
Senior Engineer,1999-06-05,460750,Narahari,Tadahiko,40000
Senior Engineer,1999-06-06,96689,Roohalamini,Emdad,40000
Senior Engineer,1999-06-06,466599,Stifter,Arunachalam,47071
Senior Engineer,1999-06-06,482701,Diderrich,Vitaly,41412
Senior Engineer,1999-06-07,428564,Chinen,Indrajit,40000
Senior Engineer,1999-06-08,44229,Luft,Bojan,52310
Senior Engineer,1999-06-08,217870,Simmel,JoAnna,42348
Senior Engineer,1999-06-08,286440,Huttel,Aleksandar,40000
Senior Engineer,1999-06-09,15767,Broomell,Baocai,40000
Senior Engineer,1999-06-09,70465,Ligten,Kien,45067
Senior Engineer,1999-06-09,220901,Zumaque,Stevo,60143
Senior Engineer,1999-06-10,100413,Schurmann,Mara,70562
Senior Engineer,1999-06-10,106981,Vilarrasa,Maren,40000
Senior Engineer,1999-06-10,229846,Melton,Ibibia,67801
Senior Engineer,1999-06-10,288721,Panwar,Ohad,73514
Senior Engineer,1999-06-11,205472,Winter,Sudhanshu,52774
Senior Engineer,1999-06-13,14552,Snyers,Ibibia,40000
Senior Engineer,1999-06-13,258386,Ozeki,Oscar,62143
Senior Engineer,1999-06-13,477701,Shumilov,Ayonca,57329
Senior Engineer,1999-06-13,497125,Veevers,Rayond,40000
Senior Engineer,1999-06-14,261702,Kaltofen,Goa,40000
Senior Engineer,1999-06-14,498108,Gischer,Utz,62561
Senior Engineer,1999-06-15,40987,Sidou,Zeljko,40000
Senior Engineer,1999-06-15,409017,Bultermann,Hinrich,40000
Senior Engineer,1999-06-16,456300,Chiodo,Demin,55488
Senior Engineer,1999-06-17,106582,Coney,Yinlin,43391
Senior Engineer,1999-06-17,236607,Lorcy,Geraldo,75030
Senior Engineer,1999-06-17,248377,Luks,Felicidad,40000
Senior Engineer,1999-06-17,269107,Ritzmann,Candida,60153
Senior Engineer,1999-06-18,44943,Hmelo,Lalit,41434
Senior Engineer,1999-06-18,54548,Crouzet,Gadiel,61135
Senior Engineer,1999-06-19,253727,Pargas,Fayez,70124
Senior Engineer,1999-06-19,401133,Qiwen,Cedric,40341
Senior Engineer,1999-06-20,264200,Koblick,Almudena,40000
Senior Engineer,1999-06-21,81050,Sridhar,Moti,40000
Senior Engineer,1999-06-21,461373,Collette,Yonghoan,41406
Senior Engineer,1999-06-22,76923,Blokdijk,Shigehito,52481
Senior Engineer,1999-06-23,218598,Mandell,Kristen,40000
Senior Engineer,1999-06-23,266390,Spinelli,Chiranjit,40000
Senior Engineer,1999-06-23,450288,Braunschweig,Angus,40000
Senior Engineer,1999-06-23,459937,Munch,Uma,40000
Senior Engineer,1999-06-24,242920,Anandan,Tuval,49707
Senior Engineer,1999-06-24,259856,Camurati,Yuriy,40000
Senior Engineer,1999-06-25,72024,Wolniewicz,Takahiro,55427
Senior Engineer,1999-06-25,76022,Hanabata,Xuejia,40000
Senior Engineer,1999-06-25,224460,Dayana,Danai,44527
Senior Engineer,1999-06-26,262116,Swift,Shunichi,46098
Senior Engineer,1999-06-26,271638,Plavsic,Jungsoon,40000
Senior Engineer,1999-06-27,99501,Scharstein,Djenana,58710
Senior Engineer,1999-06-27,415448,Wossner,Shih,42515
Senior Engineer,1999-06-28,54536,Hanratty,Ennio,53844
Senior Engineer,1999-06-29,81815,Kuhnemann,Chaitali,45896
Senior Engineer,1999-06-29,451565,Shimshoni,Vishv,51814
Senior Engineer,1999-06-30,46562,Panangaden,Tiina,40252
Senior Engineer,1999-06-30,87043,Anily,Fay,56191
Senior Engineer,1999-06-30,244524,Monarch,Mabhin,40000
Senior Engineer,1999-06-30,298671,Codenie,Sukumar,50847
Senior Engineer,1999-07-01,246249,Remmele,Jamaludin,60760
Senior Engineer,1999-07-02,40487,Gulik,Valery,40000
Senior Engineer,1999-07-02,51078,Leuchs,Maia,40000
Senior Engineer,1999-07-04,441118,Juneja,Shridhar,40000
Senior Engineer,1999-07-05,217163,Schaap,Mohua,53388
Senior Engineer,1999-07-05,221908,Vieri,Wayne,40000
Senior Engineer,1999-07-05,486070,Diderrich,Pasqua,79307
Senior Engineer,1999-07-05,494736,Picht,Mototsugu,40000
Senior Engineer,1999-07-06,26126,Candan,Gal,62077
Senior Engineer,1999-07-06,432710,Bardell,Paraskevi,52879
Senior Engineer,1999-07-07,206974,Sadowsky,Maia,40000
Senior Engineer,1999-07-08,11322,Pocchiola,Nathalie,43021
Senior Engineer,1999-07-08,433514,Mikschl,Susanne,40000
Senior Engineer,1999-07-12,212367,Krider,Khatoun,40819
Senior Engineer,1999-07-12,264428,McFarlin,JiYoung,40000
Senior Engineer,1999-07-12,294177,Mundy,Morris,40000
Senior Engineer,1999-07-13,249417,DasSarma,Heng,40000
Senior Engineer,1999-07-13,293630,Kalefeld,Gou,51704
Senior Engineer,1999-07-13,454365,Koshino,Kazuhisa,69923
Senior Engineer,1999-07-14,20037,VanScheik,Tse,40000
Senior Engineer,1999-07-14,35031,Pearson,Horward,40000
Senior Engineer,1999-07-14,297131,Bade,Kokou,53901
Senior Engineer,1999-07-14,401964,Lorys,Djelloul,40095
Senior Engineer,1999-07-14,406739,Baby,Demin,60711
Senior Engineer,1999-07-14,415968,Griswold,Serif,54890
Senior Engineer,1999-07-14,492335,Thorensen,Khedija,44995
Senior Engineer,1999-07-15,36760,Norsworthy,Fumiyo,77750
Senior Engineer,1999-07-15,221085,Ramaiah,Chaosheng,40000
Senior Engineer,1999-07-15,275549,Usdin,LiMin,40000
Senior Engineer,1999-07-15,437507,Stasinski,Hiroyasu,46018
Senior Engineer,1999-07-16,229249,Sgarro,Debatosh,50025
Senior Engineer,1999-07-18,16094,Rosar,Berto,40000
Senior Engineer,1999-07-18,234403,Georgatos,Indrajit,40000
Senior Engineer,1999-07-20,205612,Yurov,Yakichi,61399
Senior Engineer,1999-07-20,222738,Bauknecht,Arne,40000
Senior Engineer,1999-07-20,227157,Swab,Perla,40000
Senior Engineer,1999-07-20,284874,Langford,Vidar,64425
Senior Engineer,1999-07-20,462345,Pileggi,Taisook,48849
Senior Engineer,1999-07-20,491547,Matzat,Krassimir,89297
Senior Engineer,1999-07-21,224848,Waterhouse,LiMin,42579
Senior Engineer,1999-07-21,241558,Hedayat,Sadok,45885
Senior Engineer,1999-07-21,468597,Polajnar,Masako,40000
Senior Engineer,1999-07-21,490041,Heuter,Manohar,40000
Senior Engineer,1999-07-23,233943,Theuretzbacher,Seongbae,57358
Senior Engineer,1999-07-23,275570,Streit,Masaru,76820
Senior Engineer,1999-07-23,499519,Monarch,Tamiya,45497
Senior Engineer,1999-07-24,295976,Desikan,Miomir,40000
Senior Engineer,1999-07-25,229049,Denis,Alois,70952
Senior Engineer,1999-07-25,287250,Aumann,Wayne,49362
Senior Engineer,1999-07-26,38305,Bauknecht,Tomoyuki,40000
Senior Engineer,1999-07-26,213760,Greibach,Moni,55150
Senior Engineer,1999-07-28,68233,Penz,Frederique,40000
Senior Engineer,1999-07-29,108686,Gadepally,Chenxi,40094
Senior Engineer,1999-07-30,30470,Jayawardene,Siamak,63439
Senior Engineer,1999-07-30,49934,Ramalingam,Marsja,40000
Senior Engineer,1999-07-31,202750,Frolund,Constantijn,40000
Senior Engineer,1999-08-01,57990,Buescher,Haldun,40000
Senior Engineer,1999-08-01,235594,Heemskerk,Yannik,48985
Senior Engineer,1999-08-02,56692,Serre,Theirry,40000
Senior Engineer,1999-08-02,234998,Armand,Mayuko,46890
Senior Engineer,1999-08-02,419892,Rubsam,Eric,54334
Senior Engineer,1999-08-03,15876,Vakili,Munehiro,51140
Senior Engineer,1999-08-03,80358,Huhdanpaa,Mong,76727
Senior Engineer,1999-08-04,68138,Poujol,Qunsheng,40000
Senior Engineer,1999-08-05,95003,Baba,Eberhardt,40000
Senior Engineer,1999-08-05,434496,Vecchio,Rosalyn,58287
Senior Engineer,1999-08-07,71424,Kroha,Vishu,40000
Senior Engineer,1999-08-07,282789,Kragelund,Sudhanshu,40000
Senior Engineer,1999-08-08,58024,Berztiss,Naftaly,40000
Senior Engineer,1999-08-09,253914,DeMori,Syozo,53856
Senior Engineer,1999-08-09,474076,Pusterhofer,Masoud,40000
